StationName,StationCode,TargetLatitude,TargetLongitude
Dry Creek at Beard Brook Park,535STC220,37.63555,-120.98502
Dry Creek at Royer Park,531PLA903,38.74363,-121.28368
Dry Creek at Wellsford Road,535STC221,37.66008,-120.87539
Dry Creek/ Cirby Creek confluence,531PLA900,38.73346667,-121.2884833
"DSB5D-Dana Point Harbor, Orange",DSB5D,33.4622,-117.689
"DSB5U-Dana Point Harbor, Orange",DSB5U,33.4622,-117.689
Duck Creek at Hwy 4 near S Kaiser Road,531SJC201,37.94949,-121.18208
Dume Creek/Zuma Canyon Creek Lower,404SMB014,34.01551,-118.81942
"Dunes State Beach-Dunes State Beach, San Mateo",Dunes State Beach,37.4823,-122.453
Dutch Bill Creek at Fir Road,114DB0147,38.46482,-123.00902
E.B. Crk. Below 1st Meadow,MC2-UCD-Tate,41.24764486,-122.7942019
"E.B. Crk. Below Trailhead, road and Camping",MC1-UCD-Tate,41.25322564,-122.7969774
Eagle Creek above Hwy 89,634PS0099,38.9516,-120.1129
Eagle Creek abv Hwy 89,634EAGB10,38.95135,120.11195
Eagle Creek at Eagle Meadow,EAGC_EM,38.28867,-119.834591
Eagle Creek lower reach,630EAGB01,38.2318,-119.348
Eagle Crk above Horse Camp,EM10-UCD-Tate,38.283705,-119.830637
Eagle Crk below Horse Camp and 5N02,EM9-UCD-Tate,38.289455,-119.83464
East Boulder above inlet for upper lake,MC8-UCD-Tate,41.22383536,-122.7834433
East Boulder Cr. above inlet for East Boulder Lake,QVIR_MC06,41.22897,-122.7856
East Boulder Cr. above inlet for Upper Lake,QVIR_MC08,41.22347,-122.7832
"East Boulder Cr. at the outlet of East Boulder Lake, below meadow complex",QVIR_MC05,41.23361,-122.78625
East Boulder Cr. below outlet for Upper Lake,QVIR_MC07,41.2254,-122.7839
East Boulder Crk above inlet for East Boulder Lake,MC6-UCD-Tate,41.22868539,-122.7854676
East Boulder Crk above unnamed Tributary,MC3-UCD-Tate,41.23808835,-122.7896733
East Boulder Crk below dam at East Boulder lake,MC5-UCD-Tate,41.23321765,-122.7861688
East Boulder Crk below outlet for upper lake,MC7-UCD-Tate,41.22534973,-122.7839991
"East Fork Carson River, above bridge 31-13",632ECRB20,38.63786,-119.72311
"East Fork Carson River, above Hangmans bridge",632ECRB10,38.68959,-119.76394
"East Fork Carson River, above Silver Creek",632ECRB30,38.6288,-119.72049
"East Fork Carson River, above Wolf Creek",632ECRB40,38.61397,-119.69209
"East Fork Carson, at USGS gage blw Markleeville",632ECR005,38.71542,-119.7644
East Fork Mountain Home Creek 1,EFMNTCR1,34.12208,-116.90915
East Fork Mountain Home Creek 2,EFMNTCR2,34.12139,-116.9786
East Fork Prospect Creek,USF8-UCD-Tate,40.2870881,-123.102281
East Fork Smokey Creek,USF13-UCD-Tate,40.32124056,-123.1722255
East Reclamation Ditch Urban Catchment Site (Industrial),RD-6000-000,36.66479,-121.63311
East Shore Trib to Tomales Bay MP 36.16 - 201TBF005,201TBF005,38.139722,-122.871389
East Tributary of Griff Creek above Beaver Street,634GETB80,39.25833,-120.01241
East Tributary of Griff Creek above the confluence,634GETB01,39.24582,-120.02912
East Walker River 400 m N of Stock Drive,EWK.08,38.26194155,-119.2288322
East Walker River below Bridgeport Reservoir,630EWK002,38.34209,-119.20743
"East Walker River, at CA/NV state line",630EWK001,38.41399,-119.16574
"East Walker River, at Hwy 395",630EWK006,38.25533,-119.2238
"East Walker River, at inlet to Bridgeport Reservoir",630EWK003,38.25833,-119.225
Eastman Lake,526EL0009,41.10823,-121.48893
"EH-010-Imperial Beach municipal beach, other, San Diego",EH-010,32.5727,-117.133
"EH-020-Imperial Beach municipal beach, other, San Diego",EH-020,32.5766,-117.133
"EH-030-Imperial Beach pier area, San Diego",EH-030,32.5804,-117.133
"EH-033-Imperial Beach pier area, San Diego",EH-033,32.581,-117.133
"EH-041-north Imperial Beach, San Diego",EH-041,32.5876,-117.132
"EH-050-Coronado, Central beach, San Diego",EH-050,32.6818,-117.185
"EH-053-Coronado, Central beach, San Diego",EH-053,32.6824,-117.188
"EH-056-Coronado, Central beach, San Diego",EH-056,32.6837,-117.191
"EH-060-Coronado north beach, San Diego",EH-060,32.6855,-117.194
"EH-062-Coronado north beach, San Diego",EH-062,32.6858,-117.205
"EH-070-San Diego Bay Coronado Cays, San Diego",EH-070,32.6904,-117.164
"EH-080-San Diego Bay Glorietta Bay, San Diego",EH-080,32.6754,-117.168
"EH-090-San Diego Bay, San Diego",EH-090,32.6363,-117.141
"EH-100-San Diego Bay Coronado Cays, San Diego",EH-100,32.6298,-117.137
"EH-110-San Diego Bay, San Diego",EH-110,-88,-88
"EH-120-San Diego Bay Chula Vista, San Diego",EH-120,32.6281,-117.108
"EH-130-San Diego Bay, San Diego",EH-130,-88,-88
"EH-140-San Diego Bay, San Diego",EH-140,32.6723,-117.117
"EH-150-San Diego Bay, San Diego",EH-150,32.7179,-117.174
"EH-160-San Diego Bay, San Diego",EH-160,32.7283,-117.21
"EH-170-San Diego Bay, San Diego",EH-170,32.7282,-117.214
"EH-190-San Diego Bay Shelter Is, San Diego",EH-190,32.7108,-117.231
"EH-200-San Diego Bay Shelter Is, San Diego",EH-200,32.7148,-117.224
"EH-205-San Diego Bay, San Diego",EH-205,32.7182,-117.233
"EH-210-San Diego Bay, San Diego",EH-210,32.7092,-117.237
"EH-211-San Diego Bay, San Diego",EH-211,32.7079,-117.237
"EH-227-Mission Bay, De Anza Cove, San Diego",EH-227,32.7951,-117.216
"EH-230-Mission Beach, San Diego",EH-230,32.7635,-117.253
"EH-240-Mission Beach, San Diego",EH-240,32.7824,-117.254
"EH-250-Pacific Beach, San Diego",EH-250,32.7945,-117.257
"EH-253-Pacific Beach, San Diego",EH-253,32.7982,-117.259
"EH-255-Tourmaline Surfing Park, San Diego",EH-255,32.8074,-117.265
"EH-260-WindanSea Beach, San Diego",EH-260,32.8261,-117.28
"EH-270-WindanSea Beach, San Diego",EH-270,32.8273,-117.281
"EH-280-WindanSea Beach, San Diego",EH-280,32.8295,-117.281
"EH-290-Marine Street Beach, San Diego",EH-290,32.8334,-117.218
"EH-300-Whispering Sands  Nicholson Pt., San Diego",EH-300,32.8394,-117.282
"EH-303-Whispering Sands  Nicholson Pt., San Diego",EH-303,32.8439,-117.279
"EH-305-South Casa Beach S.D., San Diego",EH-305,32.8472,-117.278
"EH-310-South Casa Beach S.D., San Diego",EH-310,32.8475,-117.278
"EH-312-Shell Beach, San Diego",EH-312,32.8499,-117.275
"EH-320-La Jolla Shores Beach, San Diego",EH-320,32.856,-117.257
"EH-330-La Jolla Shores Beach, San Diego",EH-330,32.8591,-117.257
"EH-340-La Jolla Shores Beach, San Diego",EH-340,32.8629,-117.256
"EH-350-La Jolla Shores Beach, San Diego",EH-350,32.8659,-117.255
"EH-353-Torrey Pines State Beach, San Diego",EH-353,32.9421,-117.262
"EH-355-Del Mar City Beach, San Diego",EH-355,32.9556,-117.268
"EH-360-Powerhouse Park 15th Street, San Diego",EH-360,32.96,-117.269
"EH-370-Powerhouse Park 15th Street, San Diego",EH-370,32.9624,-117.269
"EH-380-San Dieguito River Beach, San Diego",EH-380,32.9747,-117.271
"EH-390-Seascape Beach Park, San Diego",EH-390,32.9857,-117.273
"EH-400-San Elijo State Beach, San Diego",EH-400,33.026,-117.288
"EH-403-San Elijo State Beach, San Diego",EH-403,33.026,-117.287
"EH-405-San Elijo State Beach, San Diego",EH-405,33.0295,-117.289
"EH-410-Swamis Park, San Diego",EH-410,33.0345,-117.293
"EH-420-Moonlight Beach, San Diego",EH-420,33.0475,-117.298
"EH-430-Leucadia, San Diego",EH-430,33.0644,-117.305
"EH-435-Leucadia, San Diego",EH-435,33.075,-117.309
"EH-440-South Carlsbad State Beach, San Diego",EH-440,33.0928,-117.302
"EH-450-Agua Hedionda Lagoon, San Diego",EH-450,33.145,-117.341
"EH-452-Agua Hedionda Lagoon, San Diego",EH-452,33.1446,-117.337
"EH-455-Carlsbad State Beach, San Diego",EH-455,33.1377,-117.339
"EH-460-Carlsbad State Beach, San Diego",EH-460,33.1467,-117.345
"EH-470-Carlsbad State Beach, San Diego",EH-470,33.1554,-117.351
"EH-475-Carlsbad City Beach, San Diego",EH-475,33.1571,-117.353
"EH-476-Carlsbad City Beach, San Diego",EH-476,33.1587,-117.355
"EH-477-Carlsbad City Beach, San Diego",EH-477,33.1602,-117.356
"EH-480-Carlsbad City Beach, San Diego",EH-480,33.1645,-117.359
"EH-490-Oceanside municipal beach, other, San Diego",EH-490,33.1862,-117.377
"EH-500-USMC Camp Pendleton, San Diego",EH-500,33.2184,-117.406
"EH-505-USMC Camp Pendleton, San Diego",EH-505,33.2379,-117.418
"EH-510-USMC Camp Pendleton, San Diego",EH-510,33.3807,-117.579
"EH-520-San Onofre State Beach, San Diego",EH-520,33.386,-117.595
El Cajon_1_San Diego River,EC_1,33,-117
El Cajon_17_San Diego River,EC_17,33,-117
El Cajon_2_San Diego River,EC_2,33,-117
El Cajon_24_San Diego River,EC_24,33,-117
El Cajon_27_San Diego River,EC_27,33,-117
El Cajon_32_San Diego River,EC_32,33,-117
El Cajon_41_San Diego River,EC_41,33,-117
El Cajon_5_San Diego River,EC_5,32.82665,-116.98226
El Cajon_6_San Diego River,EC_6,33,-117
El Cajon_7_San Diego River,EC_7,33,-117
El Cajon_8_San Diego River,EC_8,33,-117
El Cajon_OF-11_San Diego River,EC_OF-11,32.80348,-116.95769
El Cajon_OF-13_San Diego River,EC_OF-13,32.80363,-116.96548
El Cajon_OF-15A_San Diego River,EC_OF-15A,32.80576,-116.97344
El Cajon_OF-16_San Diego River,EC_OF-16,32.80216,-116.97167
El Cajon_OF-21_San Diego River,EC_OF-21,32.81893,-116.97611
El Cajon_OF-3_San Diego River,EC_OF-3,32.80348,-116.92888
El Cajon_OF-4_San Diego River,EC_OF-4,32.80346,-116.93348
El Cajon_OF-5_San Diego River,EC_OF-5,32.80362,-116.936
El Camino del Norte Bridge,EDC-020,33.04825,-117.22675
El Camino Real,SGT-010,32.97767,-117.2305
El Capitan Creek below Highway 101,315CAP,34.46042298,-120.021777
El Encanto Creek (Phelps Ditch) above Ocean Meadows Golf Course,GVWDV21,34.42238,-119.87915
El Encanto Creek (Phelps Ditch) at Padova Park,GVWDV24,34.43743,-119.88373
El Encanto Creek (Phelps Ditch) at Phelps Rd.,GVWDV22,34.42469,-119.88075
El Encanto Creek at Devereux Slough,GVWDV20,34.41765,-119.87409
El Paso Creek,557ELPCRK,35.045,-118.8554
Elbow Creek at The Elbow,ELBC_ELB,38.553346,-119.8483
Elder Creek at 99W,504ELD99W,40.05086555,-122.1666056
Elder Creek at Gerber Las Flores,504TEH903,40.05223,-122.14832
Elfin Forest Rd,EDC-030,33.07181,-117.16408
Elfin Forest Reserve,EDC-040,33.08617,-117.1455
Elk Bayou,558ELKSP5,36.15286,-119.3174
Elk Bayou @ Road 96,558EBAR96,36.1241,-119.3579
Elkhorn Slough @ Kirby Park,306ELK,36.84037498,-121.743903
Elkhorn Slough at Garin Road,306-ELKHO-34,36.87310032,-121.7453433
Elkhorn Slough at Hudsons Landing,306-ELKHO-32,36.85644591,-121.7551549
Elkhorn Slough at Kirby Park MBNMS,306-ELKHO-31,36.84007625,-121.7434187
Elkhorn Slough at South Marsh Bridge,306-ELKHO-33,36.81990707,-121.7372216
Ellis Creek - 1.7mi upstream of Petaluma River confluence. At Ely Rd crossing.,206PET090,38.23337,-122.5777
Emerald Tributary,QVIR_SF18,41.54459,-123.0891
Empire Crk @ Butterfield Stage Rd,902MS4289,33.519,-117.094
Empire Weir pool at Hwy 41 (#2),551EWPH41,36.178595,-119.834144
"EMRLDD-Laguna Beach, Orange",EMRLDD,33.5514,-117.808
"EMRLDUUUU-Laguna Beach, Orange",EMRLDU,33.5514,-117.808
EN_75SWOUTL_Carlsbad,EN_75SWOUTL,33.018108,-117.281663
EN_CBS-1_Carlsbad,EN_CBS-1,33,-117
EN_CBS-2_Carlsbad,EN_CBS-2,33,-117
EN_CBS-4_Carlsbad,EN_CBS-4,33,-117
EN_CBS-7_Carlsbad,EN_CBS-7,33,-117
EN_ENC-1_Carlsbad,EN_ENC-1,33,-117
EN_ENC-10_Carlsbad,EN_ENC-10,33,-117
EN_ENC-11_Carlsbad,EN_ENC-11,33,-117
EN_ENC-15_Carlsbad,EN_ENC-15,33,-117
EN_ENC-5_Carlsbad,EN_ENC-5,33,-117
EN_ENC-6_Carlsbad,EN_ENC-6,33,-117
EN_LCS-1A_Carlsbad,EN_LCS-1A,33.06497,-117.26289
EN_LCS-2_Carlsbad,EN_LCS-2,33,-117
EN_LCS-5_Carlsbad,EN_LCS-5,33,-117
EN_LCS-5A_Carlsbad,EN_LCS-5A,33.05071,-117.26076
EN_LUC-7_Carlsbad,EN_LUC-7,33.07556,-117.28472
EN_RSF-4_Carlsbad,EN_RSF-4,33,-117
EN_SEL-2_Carlsbad,EN_SEL-2,33,-117
EN_SEL-3_Carlsbad,EN_SEL-3,33,-117
"EN-010-South Carlsbad State Beach, San Diego",EN-010,33.1006,-117.319
"EN-020-South Carlsbad State Beach, San Diego",EN-020,33.1109,-117.323
"EN-030-South Carlsbad State Beach, San Diego",EN-030,33.1157,-117.326
"EN-040-South Carlsbad State Beach, San Diego",EN-040,33.1245,-117.33
"EN-050-South Carlsbad State Beach, San Diego",EN-050,33.1282,-117.333
"ENCINAL BEACH NORTH-Alameda Point, East Bay Parks District",ENCINAL BEACH NORTH,37.7694,-122.292
"ENCINAL BEACH SOUTH-Alameda Point, East Bay Parks District",ENCINAL BEACH SOUTH,37.7689,-122.292
Encinal Canyon Creek Lower,404SMB010,34.03934,-118.86875
Escondido Canyon Creek Lower,404SMB018,34.02588,-118.76595
Escondido Canyon Creek Upper,404SMB017,34.05513,-118.77733
Escondido Creek TWAS 1,ESC-TWAS-1,33.09904,-117.13045
Escondido_ESC_115_Carlsbad,ES_ESC_115,33.140734,-117.053285
Escondido_HDG_102_San Dieguito River,ES_HDG_102,33.06951,-117.071356
Esperanza spring,B14-UCD-Tate,41.2726338,-122.0476695
Estrella River @ Airport Rd,317EST,35.71725798,-120.639219
Estrella River @ Estrella River Rd upstream Hwy 46,317ESE,35.65323998,-120.506435
Estrella River at Whitley Gardens,317-ESTRE-43,35.65315204,-120.5080067
Fall River @ Fall River Mills,526FR0008,41.00166,-121.43909
Fall River @ Fletchers bridge,526FR0001,41.09811,-121.54728
Fall River @ Glenburn bridge,526FR0006,41.06181,-121.48071
Fall River @ Island Rd bridge,526FR0004,41.08871,-121.49229
Fall River @ River Ranch bridge,526FR0007,41.03618,-121.48388
Fall River above spr. Crk. Junc.,526FR0002,41.09936,-121.51342
Fall River at Fall River Ranch Bridge,526XFRRRB,41.0343,-121.4839
Fall River at Tule R,526FR0005,41.07406,-121.45408
Fashion Valley Road,SDG-010,32.76433,-117.17008
Feather R @ Verona,519FTRVRA,38.79252,-121.62752
Feather River at Beckworth River Front Park (5th Street Bridge),518SUT001,39.1368178,-121.602516
Feather River at Nicolaus-515ST0472,515ST0472,38.903,-121.58616
Feather River Middle Fork @ Sloat,518PLU901,39.86085,-120.72789
"Feather River, MF above Grizzly Creek",518FTRAGC,39.81629,-120.42673
Federal Blvd.,PBL-020,32.72715,-117.06995
Ferguson Lake,715TF0091,32.97204,-114.49999
Ferrari Creek at Cement Plant Road,304-FERRA-21,37.02343,-122.20962
Field QA sample,FIELDQA_SWAMP,-88,-88
FIT012,4-341,37.5311,-122.518
FIT012-ORW,4-342,37.5308,-122.518
"FM-010-Dog Beach, O.B., San Diego",FM-010,32.7565,-117.25
"FM-020-Pacific Beach, San Diego",FM-020,32.7961,-117.257
"FM-030-Tourmaline Surfing Park, San Diego",FM-030,32.8078,-117.266
"FM-040-La Jolla Shores Beach, San Diego",FM-040,32.8167,-117.273
"FM-050-WindanSea Beach, San Diego",FM-050,32.8298,-117.281
"FM-060-Whispering Sands  Nicholson Pt., San Diego",FM-060,32.8395,-117.283
"FM-070-La Jolla Cove, San Diego",FM-070,32.8503,-117.272
"FM-080-La Jolla Shores Beach, San Diego",FM-080,32.8547,-117.26
"FM-090-Torrey Pines City Beach, San Diego",FM-090,32.8778,-117.251
"FM-100-Torrey Pines State Beach, San Diego",FM-100,32.9346,-117.261
Folsom Lake at Beals Point -Left,514PLABPL,38.72171,-121.16978
Folsom Lake at Beals Point -Middle,514PLABPM,38.72184,-121.16877
Folsom Lake at Beals Point -Right,514PLABPR,38.72192,-121.16786
Folsom Lake at Browns Ravine,514ELD010,38.71736,-121.10312
Folsom Lake at Granite Bay Boat Ramp,514PLA105,38.745,-121.14306
Folsom Lake at Granite Bay -Left,514PLAGBL,38.75711,-121.14642
Folsom Lake at Granite Bay -Middle,514PLAGBM,38.75619,-121.14685
Folsom Lake at Granite Bay -Right,514PLAGBR,38.755,-121.14704
Foothill Ditch Spill,558FDSPFD,36.32474,-119.07916
Forester Creek at Lower Forester Creek,SDR-FC1,32.83986,-117.00395
Foss Creek at Matheson Street-114FO3662,114FO3662,38.61076,-122.87174
Fox Creek at road,QVIR_MC09,41.24351,-122.839
"Francis State Beach-Francis State Beach, San Mateo",Francis State Beach,37.4672,-122.447
Franklin Creek at 7th Street,315FRC,34.40139998,-119.520828
Franklin Creek at Carpinteria Ave.,CMWFK00,34.40165,-119.52118
Freeman Creek above exclosure and Road 24N10 PFC.,GV3-UCD-Tate,39.91165653,-120.5686695
Freeman Creek above Lake Davis,GV1-UCD-Tate,39.92334205,-120.5477924
Freeman Creek above springs,GV5-UCD-Tate,39.88473763,-120.5651659
Freeman Creek at top of meadow,GV4-UCD-Tate,39.89885414,-120.5737655
Freeman Creek in exclosure,GV2-UCD-Tate,39.92254906,-120.5503362
Freeport,Freeport,38.4592,-121.5031
French Camp Slough at Airport Way,531SJC504,37.88172,-121.24933
French Gulch,554ISA060,35.65556,-118.48257
Frenchmans Creek at Venice Beach,202-FRENC-11,37.48062,-122.45109
Freshwater Creek at Gibson Road,520XFRSHC,39.1766,-122.1892
Fresno River - Awanhnee,539FRR080,37.3498,-119.7451
Fresno River - Spangle Gold Creek,539FRR090,37.23705,-119.7744
Fresno River downstream of Oakhurst WWTF,539FRR060,37.33674,-119.68389
Fresno River upstream of Oakhurst WWTF,539FRR050,37.33026,-119.66315
Furlong Creek at Frazier Lake Road,305FUF,36.97668266,-121.510467
Gabilan Creek @ Independence Rd and East Boranda Rd,309GAB,36.692234,-121.62918
Gabilan Creek at Independence Road,309-GABIL-31,36.70405738,-121.6214922
Gabilan Creek at Veterans Park,GAB-VET,36.693917,-121.627283
"GARP-Garrapata State Beach, Monterey",GARP,36.4203,-121.914
Garrapata Creek,308-GARRA-31,36.41552739,-121.9098599
Garrapata Creek at Private Property access (above Highway 1),308GAR,36.41552898,-121.9104
Garzas Creek at Garzas Road,307-GARZA-31,36.49117033,-121.7514357
Gazos Creek - Reference Site Receiving Water,203SAN010-REF,37.1627,-122.362
"Gazos Creek Access-Gazos Creek Access, San Mateo",Gazos Creek Access,37.1653,-122.363
Gazos Creek at mouth,202-GAZOS-11,37.16473,-122.36205
Gazos Creek at Old Womans Creek Road,202-GAZOS-15,37.18587,-122.33956
Gazos Creek Lagoon at Highway 1,304GAZ,37.16575498,-122.359552
"General Creek, above campground",634GENB20,39.04993,-120.13557
"General Creek, above Hwy 89",634GENB10,39.0518,-120.118
"General Creek, above Lily Pond",634GENB40,39.0308,-120.15971
"General Creek, above loop road",634GENB30,39.04302,-120.14909
"General Creek, at Lake Tahoe",634GENB01,39.05513,-120.11321
Genesee Ave,RSC-030,32.86058,-117.20942
"Glass Beach-Glass Beach, Mendocino",Glass Beach,39.454,-123.812
Glass Ck south of Obsidian Dome,OWE.10,37.74724,-119.02333
Glen Annie/Tecolotito Creek at Cathedral Oaks,GVWGA2,34.441,-119.87535
Glen Annie/Tecolotito Creek at Hollister Avenue,GVWGA1,34.4316,-119.85862
Glen Canyon Park,204ISL050,37.74169,-122.44293
Glenn Annie Creek at Los Carneros Road,315ANN,34.43214698,-119.858092
"Goat Rock-Goat Rock State Park Beach, Sonoma",Goat Rock,38.4408,-123.125
"GOLDEN HINDE-Golden Hinde, Marin",GOLDEN HINDE,38.176,-122.862
Goleta Slough at the bicycle bridge (south),GVWGS1,34.41802,-119.83518
golf course runoff ~200 meters north of SWT-020,SWT-021,32.67604,-117.01667
Gomez Creek from Rice Canyon,SLR-070,33.38245,-117.10812
Goodale Creek at Goodale Creek Campground,GOO.50,36.98578676,-118.2728982
Goshen Ditch,558GSDSP6,36.37075,-119.42887
Gossage Creek at Gilmore Avenue-114GO0351,114GO0351,38.33706,-122.7348
Gould Canal at Riverbend Ave,551GCARBA,36.760544,-119.513003
Grand Avenue at Ocean View -18in Discharge,203PAC070-DIS-18,36.6244,-121.916
Grand Island Drain near Leary Road,531XGIDLR,38.2399,-121.5649
Granite Creek on Granite Creek Road near Old Up Yonder Road,304-GRANI-21,37.02634,-121.99574
Grass Valley Creek 75 feet of the Pacific Crest Trail in a non-recreation use area.,628GVCB010,34.3126,-117.2645
Graves Creek at Monterey Road,309-GRAVE-41,35.49996446,-120.694273
Grayson Road Drain at Grayson,541STC030,37.56194444,-121.1741667
Green Bridge (Hwy 1),201LAG120,38.0647,-122.8086
"Green Cr, above campground",630GRN001,38.10577,-119.28079
Green Creek immediately upstream of Upper Summers Meadow Road bridge over creek,GRE.40,38.17342407,-119.2335914
Green Valley @ Simas Rd,312GVS,34.942,-120.5565
Green Valley Creek,207R00891,37.82838,-121.98444
Green Valley Creek at Martinelli Road,114GV2455,38.478,-122.908
Greenwood Creek at HWY 49.,514GWCH49,38.82722,-120.94528
"Greenwood-Greenwood SB, Mendocino",Greenwood,39.1293,-123.719
Griff Creek above Cambridge Street,634GRFB50,39.24915,-120.03089
Griff Creek above Canterbury Street,634GRFB60,39.25347,-120.03062
Griff Creek above Gasline Road,634GRFB80,39.2626,-120.0294
Griff Creek above SR 28,634GRFB10,39.23799,-120.03034
Griff Creek at Lake Tahoe,634GRFB01,39.23698,-120.03055
"Gualala River-Gualala River, Mendocino",Gualala River,38.7695,-123.535
"Gualala-Gualala Regional Park Beach, Sonoma",Gualala,38.7623,-123.531
Hagmaier Pond,201LAG115,37.97382,-122.72711
Hangmans,EF-HANG,38.689605,-119.765304
Hanning Flat,554ISA080,35.66656,-118.39571
Hanson Slough- WWW site,305-HANSO-21,36.902102,-121.79213
Harbor Dr. Bridge,PBL-010,32.68748,-117.12763
Hardy Park,203TEM050,37.84175,-122.25775
"Hare Creek-Hare Creek, Mendocino",Hare Creek,39.417,-123.813
Harkins Slough at Buena Vista Drive,305-HARKI-23,36.9376,-121.8079
Harkins Slough at Harkins Slough Road,305HAR,36.91139698,-121.802452
Harkins Slough at Harkins Slough Road MBNMS,305-HARKI-21,36.9115,-121.8036
Harkins Slough at Pajaro Valley Water Management Association Pump Station,305-HARKI-22,36.8898,-121.8024
Hart Park,558KER090,35.44992,-118.91624
Hat Creek,526T00035,40.97668,-121.55543
Hatton Canyon at Carmel Valley Road,307-HATTO-31,36.54389514,-121.9067341
Hayer Dam - Dry Creek,531SAC900,38.78073333,-121.4461667
"HAZ10-Montana De Oro, San Luis Obispo",HAZ10,35.2903,-120.882
"HEARTS DESIRE-Hearts Desire, Marin",HEARTS DESIRE,38.1326,-122.893
